,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,names,artists
2391,0.672,0.841,9,-5.992,0,0.0285,0.0767,0,0.135,0.82,125.437,audio_features,74EV0g12ihUoOUXMprFpZB,spotify:track:74EV0g12ihUoOUXMprFpZB,https://api.spotify.com/v1/tracks/74EV0g12ihUoOUXMprFpZB,https://api.spotify.com/v1/audio-analysis/74EV0g12ihUoOUXMprFpZB,267733,4,Losing My Religion,['R.E.M.']
2392,0.719,0.922,1,-7.588,1,0.0557,0.0192,0.254,0.0519,0.522,118.824,audio_features,3KuWqa0X0Dk73sm7RKhtfV,spotify:track:3KuWqa0X0Dk73sm7RKhtfV,https://api.spotify.com/v1/tracks/3KuWqa0X0Dk73sm7RKhtfV,https://api.spotify.com/v1/audio-analysis/3KuWqa0X0Dk73sm7RKhtfV,266480,4,Touch Me (All Night Long),['Cathy Dennis']
2393,0.708,0.616,5,-10.827,1,0.198,0.445,0,0.299,0.908,177.061,audio_features,7rGOWzo4evAQQ2FzrSKp0B,spotify:track:7rGOWzo4evAQQ2FzrSKp0B,https://api.spotify.com/v1/tracks/7rGOWzo4evAQQ2FzrSKp0B,https://api.spotify.com/v1/audio-analysis/7rGOWzo4evAQQ2FzrSKp0B,156160,4,Tell Him - Single Version,['The Exciters']
2394,0.775,0.361,0,-10.119,1,0.0301,0.0978,0.000229,0.0428,0.86,97.944,audio_features,1dF7EdEalTVfJyR6zCv093,spotify:track:1dF7EdEalTVfJyR6zCv093,https://api.spotify.com/v1/tracks/1dF7EdEalTVfJyR6zCv093,https://api.spotify.com/v1/audio-analysis/1dF7EdEalTVfJyR6zCv093,194000,4,I'm Still In Love With You,['Al Green']
2395,0.693,0.839,2,-9.634,1,0.0526,0.282,3.83E-06,0.0338,0.849,126.165,audio_features,5VsAiXtW0ApEaGsZypEUxL,spotify:track:5VsAiXtW0ApEaGsZypEUxL,https://api.spotify.com/v1/tracks/5VsAiXtW0ApEaGsZypEUxL,https://api.spotify.com/v1/audio-analysis/5VsAiXtW0ApEaGsZypEUxL,351267,4,Freeway Of Love,['Aretha Franklin']
2396,0.779,0.721,8,-8.744,1,0.0339,0.544,1.69E-05,0.164,0.968,129.725,audio_features,5Utw7XU4QBOcrjS9dfmLkN,spotify:track:5Utw7XU4QBOcrjS9dfmLkN,https://api.spotify.com/v1/tracks/5Utw7XU4QBOcrjS9dfmLkN,https://api.spotify.com/v1/audio-analysis/5Utw7XU4QBOcrjS9dfmLkN,124160,4,"Kookie, Kookie (Lend Me Your Comb)",['Connie Stevens']
2397,0.694,0.881,1,-4.053,0,0.0701,0.0153,0.0196,0.0851,0.924,121.554,audio_features,2UVLuddklEVak5PXgC7baA,spotify:track:2UVLuddklEVak5PXgC7baA,https://api.spotify.com/v1/tracks/2UVLuddklEVak5PXgC7baA,https://api.spotify.com/v1/audio-analysis/2UVLuddklEVak5PXgC7baA,231787,4,Groove Is in the Heart,['Deee-Lite']
2398,0.568,0.75,2,-8.913,1,0.0466,0.0731,0,0.121,0.407,75.82,audio_features,4QkvD53COA5qLA7rQ1Pa7D,spotify:track:4QkvD53COA5qLA7rQ1Pa7D,https://api.spotify.com/v1/tracks/4QkvD53COA5qLA7rQ1Pa7D,https://api.spotify.com/v1/audio-analysis/4QkvD53COA5qLA7rQ1Pa7D,140440,4,Nobody But Me,['The Human Beinz']
2399,0.556,0.944,2,-4.267,1,0.0445,0.0325,0,0.943,0.452,132.436,audio_features,5uS8HGp7VfuU5fDarEbNi7,spotify:track:5uS8HGp7VfuU5fDarEbNi7,https://api.spotify.com/v1/tracks/5uS8HGp7VfuU5fDarEbNi7,https://api.spotify.com/v1/audio-analysis/5uS8HGp7VfuU5fDarEbNi7,272467,4,Show Me The Way - Live,['Peter Frampton']
2400,0.367,0.452,10,-10.422,1,0.0307,0.0353,0.00228,0.689,0.189,113.066,audio_features,3lUjT0JcV1PcuugwMl2MQj,spotify:track:3lUjT0JcV1PcuugwMl2MQj,https://api.spotify.com/v1/tracks/3lUjT0JcV1PcuugwMl2MQj,https://api.spotify.com/v1/audio-analysis/3lUjT0JcV1PcuugwMl2MQj,520787,4,Purple Rain,['Prince']
2401,0.547,0.257,0,-12.358,1,0.0252,0.907,0.183,0.0935,0.169,75.752,audio_features,7pKfPomDEeI4TPT6EOYjn9,spotify:track:7pKfPomDEeI4TPT6EOYjn9,https://api.spotify.com/v1/tracks/7pKfPomDEeI4TPT6EOYjn9,https://api.spotify.com/v1/audio-analysis/7pKfPomDEeI4TPT6EOYjn9,187867,4,Imagine - Remastered 2010,['John Lennon']
2402,0.303,0.511,9,-7.46,1,0.0262,0.576,1.07E-05,0.65,0.381,103.017,audio_features,440giHpPCnzCw5zKfsf38z,spotify:track:440giHpPCnzCw5zKfsf38z,https://api.spotify.com/v1/tracks/440giHpPCnzCw5zKfsf38z,https://api.spotify.com/v1/audio-analysis/440giHpPCnzCw5zKfsf38z,280853,4,Holly Holy - Single Version,['Neil Diamond']
2403,0.375,0.282,8,-10.902,1,0.0337,0.917,0.000192,0.108,0.413,72.518,audio_features,0LzsNy1SqlM0qkRGL2RJfv,spotify:track:0LzsNy1SqlM0qkRGL2RJfv,https://api.spotify.com/v1/tracks/0LzsNy1SqlM0qkRGL2RJfv,https://api.spotify.com/v1/audio-analysis/0LzsNy1SqlM0qkRGL2RJfv,185880,4,"It's Not for Me to Say - From the MGM Film ""Lizzie""",['Johnny Mathis']
2404,0.69,0.674,8,-5.866,0,0.0471,0.201,0.00612,0.114,0.713,98.851,audio_features,7Mz9qPB9hp1rXBgXvrVAST,spotify:track:7Mz9qPB9hp1rXBgXvrVAST,https://api.spotify.com/v1/tracks/7Mz9qPB9hp1rXBgXvrVAST,https://api.spotify.com/v1/audio-analysis/7Mz9qPB9hp1rXBgXvrVAST,255187,4,We Don't Need Another Hero (Thunderdome),['Tina Turner']
2405,0.393,0.362,7,-14.601,0,0.0305,0.599,0,0.333,0.515,107.743,audio_features,3JdToGxgvH9SnO1a605Ztr,spotify:track:3JdToGxgvH9SnO1a605Ztr,https://api.spotify.com/v1/tracks/3JdToGxgvH9SnO1a605Ztr,https://api.spotify.com/v1/audio-analysis/3JdToGxgvH9SnO1a605Ztr,163347,5,"Up, Up and Away",['The 5th Dimension']
2406,0.742,0.663,10,-5.06,0,0.0321,0.154,0,0.197,0.913,113.005,audio_features,1h4XVjt26ZCDKmeEoHxT07,spotify:track:1h4XVjt26ZCDKmeEoHxT07,https://api.spotify.com/v1/tracks/1h4XVjt26ZCDKmeEoHxT07,https://api.spotify.com/v1/audio-analysis/1h4XVjt26ZCDKmeEoHxT07,141329,4,Gimme Little Sign,['Brenton Wood']
2407,0.666,0.522,1,-7.842,1,0.0466,0.319,0,0.0636,0.629,120.898,audio_features,2ZQx5u9vsLKzhJFfLecxyG,spotify:track:2ZQx5u9vsLKzhJFfLecxyG,https://api.spotify.com/v1/tracks/2ZQx5u9vsLKzhJFfLecxyG,https://api.spotify.com/v1/audio-analysis/2ZQx5u9vsLKzhJFfLecxyG,151640,4,The Writing On The Wall,['Adam Wade']
2408,0.616,0.714,0,-7.02,1,0.0385,0.00481,0,0.133,0.53,117.422,audio_features,3Ib3SJV8ZXuLvDiDb2w1As,spotify:track:3Ib3SJV8ZXuLvDiDb2w1As,https://api.spotify.com/v1/tracks/3Ib3SJV8ZXuLvDiDb2w1As,https://api.spotify.com/v1/audio-analysis/3Ib3SJV8ZXuLvDiDb2w1As,266067,4,Runaway Train,['Soul Asylum']
2409,0.517,0.535,0,-12.027,1,0.0494,0.131,0,0.085,0.933,135.087,audio_features,6gRACp2CvsIhc7hyw8CecQ,spotify:track:6gRACp2CvsIhc7hyw8CecQ,https://api.spotify.com/v1/tracks/6gRACp2CvsIhc7hyw8CecQ,https://api.spotify.com/v1/audio-analysis/6gRACp2CvsIhc7hyw8CecQ,215067,4,The Devil Went Down to Georgia,['The Charlie Daniels Band']
2410,0.722,0.884,7,-5.096,0,0.0339,0.398,9.39E-05,0.396,0.967,130.591,audio_features,5X8ZkhKG2rcOIS6NTomv0O,spotify:track:5X8ZkhKG2rcOIS6NTomv0O,https://api.spotify.com/v1/tracks/5X8ZkhKG2rcOIS6NTomv0O,https://api.spotify.com/v1/audio-analysis/5X8ZkhKG2rcOIS6NTomv0O,227667,4,Don't Rush Me,['Taylor Dayne']
2411,0.748,0.629,0,-8.42,1,0.066,0.0168,0,0.0991,0.919,182.448,audio_features,4bQGI1roeSr8Q85on2tQNU,spotify:track:4bQGI1roeSr8Q85on2tQNU,https://api.spotify.com/v1/tracks/4bQGI1roeSr8Q85on2tQNU,https://api.spotify.com/v1/audio-analysis/4bQGI1roeSr8Q85on2tQNU,294947,4,Lean On Me,['Club Nouveau']
2412,0.759,0.337,0,-11.034,0,0.0351,0.026,0,0.0753,0.329,117.846,audio_features,1nP6feYWJVpbO41aezFtm2,spotify:track:1nP6feYWJVpbO41aezFtm2,https://api.spotify.com/v1/tracks/1nP6feYWJVpbO41aezFtm2,https://api.spotify.com/v1/audio-analysis/1nP6feYWJVpbO41aezFtm2,273267,4,I Belong To You (Every Time I See Your Face),['Rome']
2413,0.725,0.759,11,-6.484,0,0.0592,0.588,0,0.0503,0.962,129.424,audio_features,2Rnvl3VAIvBjci4f7BuPJ0,spotify:track:2Rnvl3VAIvBjci4f7BuPJ0,https://api.spotify.com/v1/tracks/2Rnvl3VAIvBjci4f7BuPJ0,https://api.spotify.com/v1/audio-analysis/2Rnvl3VAIvBjci4f7BuPJ0,133133,4,Judy's Turn To Cry,['Lesley Gore']
2414,0.472,0.685,0,-9.048,1,0.0495,0.503,0.0258,0.163,0.518,125.306,audio_features,5J9DSJl3OLV8AqYm4rPa2x,spotify:track:5J9DSJl3OLV8AqYm4rPa2x,https://api.spotify.com/v1/tracks/5J9DSJl3OLV8AqYm4rPa2x,https://api.spotify.com/v1/audio-analysis/5J9DSJl3OLV8AqYm4rPa2x,237947,4,I Can Help,['Billy Swan']
2415,0.546,0.643,6,-4.069,0,0.0437,0.0745,0,0.213,0.704,181.838,audio_features,6SluaPiV04KOaRTOIScoff,spotify:track:6SluaPiV04KOaRTOIScoff,https://api.spotify.com/v1/tracks/6SluaPiV04KOaRTOIScoff,https://api.spotify.com/v1/audio-analysis/6SluaPiV04KOaRTOIScoff,229227,4,Show Me Love - Radio Version,['Robyn']
2416,0.315,0.492,2,-11.515,1,0.0512,0.503,0.0527,0.15,0.597,231.709,audio_features,12MPf6QnKMebgB7YsjQwb8,spotify:track:12MPf6QnKMebgB7YsjQwb8,https://api.spotify.com/v1/tracks/12MPf6QnKMebgB7YsjQwb8,https://api.spotify.com/v1/audio-analysis/12MPf6QnKMebgB7YsjQwb8,156267,4,Western Union,['The Five Americans']
2417,0.368,0.891,1,-8.067,0,0.26,0.024,0.000611,0.194,0.527,142.216,audio_features,1JlSSoGv2cQgrkp7qyYfT5,spotify:track:1JlSSoGv2cQgrkp7qyYfT5,https://api.spotify.com/v1/tracks/1JlSSoGv2cQgrkp7qyYfT5,https://api.spotify.com/v1/audio-analysis/1JlSSoGv2cQgrkp7qyYfT5,178040,4,Have I the Right,['The Honeycombs']
2418,0.25,0.142,8,-15.862,1,0.0356,0.806,1.79E-06,0.096,0.234,139.435,audio_features,07JBi2PmfRn0C53rC1tYtj,spotify:track:07JBi2PmfRn0C53rC1tYtj,https://api.spotify.com/v1/tracks/07JBi2PmfRn0C53rC1tYtj,https://api.spotify.com/v1/audio-analysis/07JBi2PmfRn0C53rC1tYtj,191587,3,"No, Not Much!",['The Four Lads']
2419,0.458,0.446,1,-8.82,1,0.0279,0.334,6.28E-06,0.195,0.159,130.062,audio_features,5i7z7K3YuFCGbYIn6OzrpA,spotify:track:5i7z7K3YuFCGbYIn6OzrpA,https://api.spotify.com/v1/tracks/5i7z7K3YuFCGbYIn6OzrpA,https://api.spotify.com/v1/audio-analysis/5i7z7K3YuFCGbYIn6OzrpA,407440,4,Someone Saved My Life Tonight,['Elton John']
2420,0.611,0.396,2,-13.741,1,0.178,0.495,1.40E-06,0.065,0.754,99.71,audio_features,5YI7v4VBa23fbEt9wuUmkg,spotify:track:5YI7v4VBa23fbEt9wuUmkg,https://api.spotify.com/v1/tracks/5YI7v4VBa23fbEt9wuUmkg,https://api.spotify.com/v1/audio-analysis/5YI7v4VBa23fbEt9wuUmkg,297133,4,Proud Mary,['Ike & Tina Turner']
2421,0.78,0.491,7,-13.934,1,0.0351,0.00719,1.80E-05,0.0677,0.843,124.238,audio_features,2LqzuRukwnpeWYLXBtiwmq,spotify:track:2LqzuRukwnpeWYLXBtiwmq,https://api.spotify.com/v1/tracks/2LqzuRukwnpeWYLXBtiwmq,https://api.spotify.com/v1/audio-analysis/2LqzuRukwnpeWYLXBtiwmq,251427,4,Love Will Find A Way,['Pablo Cruise']
2422,0.496,0.298,9,-10.175,0,0.0405,0.306,1.72E-06,0.0875,0.705,203.824,audio_features,70aBlCLalffIq1c1cng6zO,spotify:track:70aBlCLalffIq1c1cng6zO,https://api.spotify.com/v1/tracks/70aBlCLalffIq1c1cng6zO,https://api.spotify.com/v1/audio-analysis/70aBlCLalffIq1c1cng6zO,235707,3,Giving Him Something He Can Feel,['En Vogue']
2423,0.583,0.313,9,-14.36,1,0.0256,0.615,0,0.121,0.346,96.717,audio_features,55wl56WlKI85UBNZoFxe9P,spotify:track:55wl56WlKI85UBNZoFxe9P,https://api.spotify.com/v1/tracks/55wl56WlKI85UBNZoFxe9P,https://api.spotify.com/v1/audio-analysis/55wl56WlKI85UBNZoFxe9P,241747,4,Just When I Needed You Most,['Randy VanWarmer']
2424,0.388,0.532,1,-8.685,1,0.102,0.51,3.06E-06,0.0974,0.845,173.586,audio_features,2xKfXRhw5xaUXfevJJspZf,spotify:track:2xKfXRhw5xaUXfevJJspZf,https://api.spotify.com/v1/tracks/2xKfXRhw5xaUXfevJJspZf,https://api.spotify.com/v1/audio-analysis/2xKfXRhw5xaUXfevJJspZf,139667,4,Why Do Fools Fall in Love,"['Frankie Lymon', 'The Teenagers']"
2425,0.618,0.699,4,-6.211,1,0.0715,0.797,0.000276,0.378,0.842,129.081,audio_features,2teuJ5gNuTaryRKYeR32v9,spotify:track:2teuJ5gNuTaryRKYeR32v9,https://api.spotify.com/v1/tracks/2teuJ5gNuTaryRKYeR32v9,https://api.spotify.com/v1/audio-analysis/2teuJ5gNuTaryRKYeR32v9,142920,4,Butterfly,['Charlie Gracie']
2426,0.301,0.309,4,-19.155,0,0.042,0.524,0.0758,0.129,0.384,75.165,audio_features,2zbV4xRYLuElz4PWOXI5P7,spotify:track:2zbV4xRYLuElz4PWOXI5P7,https://api.spotify.com/v1/tracks/2zbV4xRYLuElz4PWOXI5P7,https://api.spotify.com/v1/audio-analysis/2zbV4xRYLuElz4PWOXI5P7,233573,4,Rainy Night in Georgia,['Brook Benton']
2427,0.329,0.0963,10,-19.019,1,0.0326,0.866,0.000377,0.357,0.174,68.61,audio_features,6u8Nycj3p4GTB1mNXCVNUc,spotify:track:6u8Nycj3p4GTB1mNXCVNUc,https://api.spotify.com/v1/tracks/6u8Nycj3p4GTB1mNXCVNUc,https://api.spotify.com/v1/audio-analysis/6u8Nycj3p4GTB1mNXCVNUc,146286,3,The Hawaiian Wedding Song (Ke Kali Nei Au),['Andy Williams']
2428,0.749,0.484,5,-9.944,1,0.0484,0.13,0.137,0.0486,0.939,167.084,audio_features,7HX9f8AMBl0vQxAoAzLqhS,spotify:track:7HX9f8AMBl0vQxAoAzLqhS,https://api.spotify.com/v1/tracks/7HX9f8AMBl0vQxAoAzLqhS,https://api.spotify.com/v1/audio-analysis/7HX9f8AMBl0vQxAoAzLqhS,187600,4,You Make My Dreams (Come True),['Daryl Hall & John Oates']
2429,0.55,0.622,10,-11.089,0,0.0903,0.336,0.000269,0.648,0.612,91.505,audio_features,1P6ZTLIP8F47ZMveTcShlt,spotify:track:1P6ZTLIP8F47ZMveTcShlt,https://api.spotify.com/v1/tracks/1P6ZTLIP8F47ZMveTcShlt,https://api.spotify.com/v1/audio-analysis/1P6ZTLIP8F47ZMveTcShlt,266227,4,Nights On Broadway,['Bee Gees']
2430,0.701,0.393,9,-10.236,0,0.0299,0.605,3.41E-05,0.109,0.337,142.106,audio_features,62utntNdsx80hraXA5ha0Q,spotify:track:62utntNdsx80hraXA5ha0Q,https://api.spotify.com/v1/tracks/62utntNdsx80hraXA5ha0Q,https://api.spotify.com/v1/audio-analysis/62utntNdsx80hraXA5ha0Q,253190,4,Never Lie,['Immature']
2431,0.727,0.473,1,-5.914,1,0.0298,0.749,0,0.0864,0.326,134.28,audio_features,2LFk96qcwTmgzYhQxO2zhQ,spotify:track:2LFk96qcwTmgzYhQxO2zhQ,https://api.spotify.com/v1/tracks/2LFk96qcwTmgzYhQxO2zhQ,https://api.spotify.com/v1/audio-analysis/2LFk96qcwTmgzYhQxO2zhQ,233640,4,Never Ever - Radio Edit,['All Saints']
2432,0.728,0.859,5,-5.237,0,0.137,0.0401,0,0.111,0.535,65.043,audio_features,6epn3r7S14KUqlReYr77hA,spotify:track:6epn3r7S14KUqlReYr77hA,https://api.spotify.com/v1/tracks/6epn3r7S14KUqlReYr77hA,https://api.spotify.com/v1/audio-analysis/6epn3r7S14KUqlReYr77hA,214240,4,Baby,"['Justin Bieber', 'Ludacris']"
2433,0.754,0.368,10,-15.8,1,0.0506,0.456,0.222,0.0967,0.629,88.062,audio_features,2xAacCD0MW3UBFugKVHbJc,spotify:track:2xAacCD0MW3UBFugKVHbJc,https://api.spotify.com/v1/tracks/2xAacCD0MW3UBFugKVHbJc,https://api.spotify.com/v1/audio-analysis/2xAacCD0MW3UBFugKVHbJc,310093,4,Let 'Em In - Remastered 1993,['Wings']
2434,0.558,0.301,2,-15.253,1,0.0362,0.864,0,0.16,0.473,123.624,audio_features,27jaiKKAGY0HXVXkOGnUJW,spotify:track:27jaiKKAGY0HXVXkOGnUJW,https://api.spotify.com/v1/tracks/27jaiKKAGY0HXVXkOGnUJW,https://api.spotify.com/v1/audio-analysis/27jaiKKAGY0HXVXkOGnUJW,174693,4,Moonlight Gambler,['Frankie Laine']
2435,0.892,0.714,4,-6.055,0,0.141,0.201,0.000234,0.0521,0.817,100.972,audio_features,1AWQoqb9bSvzTjaLralEkT,spotify:track:1AWQoqb9bSvzTjaLralEkT,https://api.spotify.com/v1/tracks/1AWQoqb9bSvzTjaLralEkT,https://api.spotify.com/v1/audio-analysis/1AWQoqb9bSvzTjaLralEkT,267267,4,Rock Your Body,['Justin Timberlake']
2436,0.656,0.347,9,-13.398,1,0.028,0.488,0.00221,0.0645,0.368,118.288,audio_features,7zSDDsIlks515d0tZGM64x,spotify:track:7zSDDsIlks515d0tZGM64x,https://api.spotify.com/v1/tracks/7zSDDsIlks515d0tZGM64x,https://api.spotify.com/v1/audio-analysis/7zSDDsIlks515d0tZGM64x,225973,4,The Next Time I Fall (with Amy Grant),"['Peter Cetera', 'Amy Grant']"
2437,0.734,0.448,4,-13.904,0,0.0342,0.0993,4.30E-06,0.379,0.654,127.464,audio_features,2uhDYqEUHLHnaXrtFpoN5s,spotify:track:2uhDYqEUHLHnaXrtFpoN5s,https://api.spotify.com/v1/tracks/2uhDYqEUHLHnaXrtFpoN5s,https://api.spotify.com/v1/audio-analysis/2uhDYqEUHLHnaXrtFpoN5s,241507,4,On The Radio,['Donna Summer']
2438,0.663,0.465,8,-9.711,0,0.0317,0.555,0.00183,0.125,0.279,127.932,audio_features,5dxHF4lrDimKqnI3GaZUmC,spotify:track:5dxHF4lrDimKqnI3GaZUmC,https://api.spotify.com/v1/tracks/5dxHF4lrDimKqnI3GaZUmC,https://api.spotify.com/v1/audio-analysis/5dxHF4lrDimKqnI3GaZUmC,284160,4,Diary (feat. Tony! Toni! Tone! & Jermaine Paul),"['Alicia Keys', 'Tony! Toni! Toné!', 'Jermaine Paul']"
2439,0.658,0.565,7,-8.974,0,0.0287,0.424,0.000408,0.191,0.826,114.238,audio_features,7F03adZp7XOo7gFheVbgBT,spotify:track:7F03adZp7XOo7gFheVbgBT,https://api.spotify.com/v1/tracks/7F03adZp7XOo7gFheVbgBT,https://api.spotify.com/v1/audio-analysis/7F03adZp7XOo7gFheVbgBT,164160,4,Baby It's You,['The Shirelles']
2440,0.623,0.836,5,-10.373,1,0.0785,0.228,0.0466,0.311,0.799,107.306,audio_features,2R4T2Nxu8dZD4KmECfVliG,spotify:track:2R4T2Nxu8dZD4KmECfVliG,https://api.spotify.com/v1/tracks/2R4T2Nxu8dZD4KmECfVliG,https://api.spotify.com/v1/audio-analysis/2R4T2Nxu8dZD4KmECfVliG,274427,4,Fire,['Ohio Players']
2441,0.516,0.757,2,-8.374,1,0.0544,0.25,3.13E-06,0.269,0.344,109.823,audio_features,3jr31jcBUGl41EpL6QlsWV,spotify:track:3jr31jcBUGl41EpL6QlsWV,https://api.spotify.com/v1/tracks/3jr31jcBUGl41EpL6QlsWV,https://api.spotify.com/v1/audio-analysis/3jr31jcBUGl41EpL6QlsWV,156507,4,Over You,['Gary Puckett']
2442,0.646,0.875,2,-5.504,0,0.128,0.508,0.00142,0.419,0.792,145.804,audio_features,4S8W9CQAIGD5fZ9YRRosu2,spotify:track:4S8W9CQAIGD5fZ9YRRosu2,https://api.spotify.com/v1/tracks/4S8W9CQAIGD5fZ9YRRosu2,https://api.spotify.com/v1/audio-analysis/4S8W9CQAIGD5fZ9YRRosu2,182467,4,"Sock It to Me, Baby!",['Mitch Ryder and The Detroit Wheels']
2443,0.485,0.641,3,-8.752,1,0.0418,0.704,9.92E-05,0.159,0.855,168.645,audio_features,3DkqEHCCqlkknDfksHWWu0,spotify:track:3DkqEHCCqlkknDfksHWWu0,https://api.spotify.com/v1/tracks/3DkqEHCCqlkknDfksHWWu0,https://api.spotify.com/v1/audio-analysis/3DkqEHCCqlkknDfksHWWu0,202253,4,Everybody Plays the Fool,['The Main Ingredient']
2444,0.701,0.803,5,-6.786,0,0.0545,0.0544,1.54E-06,0.7,0.903,133.608,audio_features,4W4wYHtsrgDiivRASVOINL,spotify:track:4W4wYHtsrgDiivRASVOINL,https://api.spotify.com/v1/tracks/4W4wYHtsrgDiivRASVOINL,https://api.spotify.com/v1/audio-analysis/4W4wYHtsrgDiivRASVOINL,320680,4,Love Shack,"[""The B-52's""]"
2445,0.877,0.854,1,-4.523,1,0.147,0.0544,5.50E-05,0.144,0.54,114.472,audio_features,0sKlV58cODrjxGFOyf9IXY,spotify:track:0sKlV58cODrjxGFOyf9IXY,https://api.spotify.com/v1/tracks/0sKlV58cODrjxGFOyf9IXY,https://api.spotify.com/v1/audio-analysis/0sKlV58cODrjxGFOyf9IXY,298120,4,The Way You Make Me Feel - 2012 Remaster,['Michael Jackson']
2446,0.359,0.34,8,-9.791,1,0.0293,0.838,4.14E-05,0.0788,0.359,92.511,audio_features,3GA3PeOsy9cXqj4tRbPRS0,spotify:track:3GA3PeOsy9cXqj4tRbPRS0,https://api.spotify.com/v1/tracks/3GA3PeOsy9cXqj4tRbPRS0,https://api.spotify.com/v1/audio-analysis/3GA3PeOsy9cXqj4tRbPRS0,165960,4,Gina,['Johnny Mathis']
2447,0.599,0.761,2,-11.203,1,0.0331,0.0744,0.0494,0.183,0.846,153.266,audio_features,6y2Z7nsLVkoe9yEonEXPQA,spotify:track:6y2Z7nsLVkoe9yEonEXPQA,https://api.spotify.com/v1/tracks/6y2Z7nsLVkoe9yEonEXPQA,https://api.spotify.com/v1/audio-analysis/6y2Z7nsLVkoe9yEonEXPQA,232360,4,Back on the Chain Gang,['Pretenders']
2448,0.849,0.84,9,-7.164,0,0.115,0.224,0.00671,0.0372,0.96,141.763,audio_features,5DvGqOJAB0OUDc8R9cLN3H,spotify:track:5DvGqOJAB0OUDc8R9cLN3H,https://api.spotify.com/v1/tracks/5DvGqOJAB0OUDc8R9cLN3H,https://api.spotify.com/v1/audio-analysis/5DvGqOJAB0OUDc8R9cLN3H,227720,4,The Cisco Kid,['War']
2449,0.22,0.769,11,-5.125,1,0.054,0.208,0,0.0985,0.495,170.773,audio_features,4WnYuVFXe6Si4fZqkxbnvS,spotify:track:4WnYuVFXe6Si4fZqkxbnvS,https://api.spotify.com/v1/tracks/4WnYuVFXe6Si4fZqkxbnvS,https://api.spotify.com/v1/audio-analysis/4WnYuVFXe6Si4fZqkxbnvS,258333,4,Hold My Hand,['Hootie & The Blowfish']
2450,0.611,0.481,10,-9.414,1,0.0688,0.852,0.0207,0.0871,0.661,105.134,audio_features,0apks4NfoOVOWca0reOkKt,spotify:track:0apks4NfoOVOWca0reOkKt,https://api.spotify.com/v1/tracks/0apks4NfoOVOWca0reOkKt,https://api.spotify.com/v1/audio-analysis/0apks4NfoOVOWca0reOkKt,163773,4,Hotel Happiness,['Brook Benton']
2451,0.734,0.477,6,-10.822,1,0.0485,0.409,0.000662,0.0768,0.939,145.188,audio_features,7ggOcfcCbyX8IWIWPEdT1x,spotify:track:7ggOcfcCbyX8IWIWPEdT1x,https://api.spotify.com/v1/tracks/7ggOcfcCbyX8IWIWPEdT1x,https://api.spotify.com/v1/audio-analysis/7ggOcfcCbyX8IWIWPEdT1x,157173,4,Barefootin',['Robert Parker']
2452,0.475,0.375,9,-12.023,1,0.0282,0.468,0,0.162,0.166,140.277,audio_features,7LLBFAlUOE6rUHDePQL57a,spotify:track:7LLBFAlUOE6rUHDePQL57a,https://api.spotify.com/v1/tracks/7LLBFAlUOE6rUHDePQL57a,https://api.spotify.com/v1/audio-analysis/7LLBFAlUOE6rUHDePQL57a,209493,4,All I Need,['Jack Wagner']
2453,0.631,0.77,2,-5.315,1,0.0267,0.0457,0,0.481,0.734,102.348,audio_features,2IbIlJrDkaG42bwzskcnJL,spotify:track:2IbIlJrDkaG42bwzskcnJL,https://api.spotify.com/v1/tracks/2IbIlJrDkaG42bwzskcnJL,https://api.spotify.com/v1/audio-analysis/2IbIlJrDkaG42bwzskcnJL,263093,4,Joyride,['Roxette']
2454,0.719,0.551,0,-9.124,1,0.0324,0.529,9.05E-06,0.139,0.829,123.444,audio_features,150LOyOS0ISsZ9IcwPf6iT,spotify:track:150LOyOS0ISsZ9IcwPf6iT,https://api.spotify.com/v1/tracks/150LOyOS0ISsZ9IcwPf6iT,https://api.spotify.com/v1/audio-analysis/150LOyOS0ISsZ9IcwPf6iT,258773,4,Hearts,['Marty Balin']
2455,0.635,0.74,3,-4.439,0,0.0355,0.00465,0.0152,0.129,0.857,200.102,audio_features,0idCpkJ2pspfAILbanmERu,spotify:track:0idCpkJ2pspfAILbanmERu,https://api.spotify.com/v1/tracks/0idCpkJ2pspfAILbanmERu,https://api.spotify.com/v1/audio-analysis/0idCpkJ2pspfAILbanmERu,221293,4,Do You Know (What It Takes),['Robyn']
2456,0.485,0.863,0,-6.037,1,0.0345,0.13,0.00178,0.242,0.793,104.469,audio_features,7sFcJVrWPU9irTtQb9usn0,spotify:track:7sFcJVrWPU9irTtQb9usn0,https://api.spotify.com/v1/tracks/7sFcJVrWPU9irTtQb9usn0,https://api.spotify.com/v1/audio-analysis/7sFcJVrWPU9irTtQb9usn0,235640,4,Keep the Fire Burnin',['REO Speedwagon']
2457,0.501,0.45,10,-7.965,1,0.0368,0.852,0,0.0746,0.455,122.211,audio_features,0ATgB7lRq1ql9IAdCqQHrv,spotify:track:0ATgB7lRq1ql9IAdCqQHrv,https://api.spotify.com/v1/tracks/0ATgB7lRq1ql9IAdCqQHrv,https://api.spotify.com/v1/audio-analysis/0ATgB7lRq1ql9IAdCqQHrv,233907,4,I've Never Been To Me,['Charlene']
